Index,attendance_date,organisation_code,nhs_region,organisation_name,total_ae_attendances,attendances_over_4hrs,patients_who_have_waited_4_to_12hrs_from_dta_to_admission,patients_who_have_waited_over_12hrs_from_dta_to_admission,total_emergency_admissions
669,01/05/2020,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0
670,01/05/2020,NQT10,NHS ENGLAND SOUTH EAST ,ASSURA READING LLP,0,0,0,0,0
671,01/05/2020,C82009,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH MED.CTR,126,0,0,0,0
672,01/05/2020,RYY,NHS ENGLAND SOUTH EAST ,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,3838,10,0,0,0
673,01/05/2020,Y02961,NHS ENGLAND MIDLANDS ,SUMMERFIELD GP SURG & URGENT CARE CENTRE,903,0,0,0,0
674,01/05/2020,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,3079,0,0,0,0
675,01/05/2020,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,540,0,0,0,291
676,01/05/2020,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,494,0,0,0,178
677,01/05/2020,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,1104,0,0,0,0
678,01/05/2020,Y02532,NHS ENGLAND NORTH WEST ,MIRIAM MINOR EMERGENCY,558,0,0,0,0
679,01/05/2020,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,54,0,0,0,0
680,01/05/2020,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,133,0,0,0,3
681,01/05/2020,Y02973,NHS ENGLAND LONDON,KINGS PARK SURGERY,0,0,0,0,0
682,01/05/2020,C82010,NHS ENGLAND MIDLANDS ,OAKHAM MEDICAL PRACTICE,115,0,0,0,0
683,01/05/2020,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,1235,0,0,0,0
684,01/05/2020,Y02816,NHS ENGLAND SOUTH EAST ,EASTBOURNE STATION HEALTH CENTRE,374,0,0,0,0
685,01/05/2020,Y03082,NHS ENGLAND LONDON,HAROLD WOOD WIC,2101,22,0,0,0
686,01/05/2020,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,1997,1,0,0,0
687,01/05/2020,Y02572,NHS ENGLAND NORTH EAST AND YORKSHIRE ,PARK COMMUNITY PRACTICE,0,0,0,0,0
688,01/05/2020,RD3,NHS ENGLAND SOUTH WEST ,POOLE HOSPITAL NHS FOUNDATION TRUST,5158,0,59,0,2336
689,01/05/2020,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,648,0,0,0,0
690,01/05/2020,Y03051,NHS ENGLAND SOUTH EAST ,HASTINGS MED P & WALKIN,277,0,0,0,0
691,01/05/2020,RVY,NHS ENGLAND NORTH WEST ,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,6028,255,28,0,1928
692,01/05/2020,RY4,NHS ENGLAND EAST OF ENGLAND ,HERTFORDSHIRE COMMUNITY NHS TRUST,742,1,0,0,0
693,01/05/2020,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,679,0,0,0,105
694,01/05/2020,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,9490,795,105,0,2643
695,01/05/2020,ARN02,NHS ENGLAND NORTH EAST AND YORKSHIRE ,ST.GEORGE'S CENTRE,1352,12,0,0,0
696,01/05/2020,RQX,NHS ENGLAND LONDON,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5750,291,36,1,1218
697,01/05/2020,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,130,0,0,0,0
698,01/05/2020,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,575,0,0,0,0
699,01/05/2020,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,4230,653,144,0,1266
700,01/05/2020,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,7886,835,157,0,3779
701,01/05/2020,M85813,NHS ENGLAND MIDLANDS ,BIRMINGHAM WIC,495,0,0,0,0
702,01/05/2020,RA4,NHS ENGLAND SOUTH WEST ,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3595,115,6,0,1548
703,01/05/2020,G82071,NHS ENGLAND SOUTH EAST ,WHITSTABLE MEDICAL PRACTICE,1612,0,0,0,0
704,01/05/2020,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,5021,157,21,0,1358
705,01/05/2020,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,49,0,0,0,0
706,01/05/2020,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,1903,35,0,0,0
707,01/05/2020,RTV,NHS ENGLAND NORTH WEST ,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,3365,0,0,0,0
708,01/05/2020,RTK,NHS ENGLAND SOUTH EAST ,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6351,236,21,5,1914
709,01/05/2020,RXC,NHS ENGLAND SOUTH EAST ,EAST SUSSEX HEALTHCARE NHS TRUST,9099,438,55,0,3361
710,01/05/2020,AXG,NHS ENGLAND SOUTH WEST ,WILTSHIRE HEALTH & CARE,0,0,0,0,0
711,01/05/2020,RAT,NHS ENGLAND LONDON,NORTH EAST LONDON NHS FOUNDATION TRUST,2105,24,0,0,0
712,01/05/2020,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),2161,0,0,0,0
713,01/05/2020,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,170,0,0,0,0
714,01/05/2020,RT3,NHS ENGLAND LONDON,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,0,0,0,0,189
715,01/05/2020,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,1229,2,0,0,47
716,01/05/2020,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6083,0,93,0,1757
717,01/05/2020,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6009,246,24,0,2948
718,01/05/2020,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,6015,0,86,0,1614
719,01/05/2020,RJN,NHS ENGLAND NORTH WEST ,EAST CHESHIRE NHS TRUST,3146,321,23,0,1013
720,01/05/2020,RJC,NHS ENGLAND MIDLANDS ,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,4332,216,0,0,1563
721,01/05/2020,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HUMBER TEACHING NHS FOUNDATION TRUST,272,0,0,0,0
722,01/05/2020,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11727,1022,163,0,3064
723,01/05/2020,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,168
724,01/05/2020,RBD,NHS ENGLAND SOUTH WEST ,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,5049,235,4,0,1344
725,01/05/2020,RAE,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,7796,617,309,0,3035
726,01/05/2020,RH8,NHS ENGLAND SOUTH WEST ,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6840,372,9,0,3443
727,01/05/2020,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE ,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12258,416,118,0,3628
728,01/05/2020,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5074,389,34,0,1330
729,01/05/2020,NQ108,NHS ENGLAND EAST OF ENGLAND ,CLACTON HOSPITAL,1404,0,0,0,0
730,01/05/2020,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,13483,546,20,0,4874
731,01/05/2020,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,993,0,0,0,0
732,01/05/2020,NQ106,NHS ENGLAND EAST OF ENGLAND ,FRYATT HOSPITAL,72,0,0,0,0
733,01/05/2020,RCU,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2414,79,1,0,568
734,01/05/2020,RNA,NHS ENGLAND MIDLANDS ,THE DUDLEY GROUP NHS FOUNDATION TRUST,9364,275,241,0,2730
735,01/05/2020,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),1119,0,0,0,0
736,01/05/2020,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5530,296,43,0,1627
737,01/05/2020,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,1020,0,0,0,0
738,01/05/2020,RQ3,NHS ENGLAND MIDLANDS ,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2965,85,0,0,862
739,01/05/2020,RXL,NHS ENGLAND NORTH WEST ,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,9535,761,184,0,2437
740,01/05/2020,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6720,134,33,0,2491
741,01/05/2020,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,6299,450,37,0,2373
742,01/05/2020,RN7,NHS ENGLAND SOUTH EAST ,DARTFORD AND GRAVESHAM NHS TRUST,7511,225,6,0,2487
743,01/05/2020,NTP11,NHS ENGLAND SOUTH EAST ,SOUTHAMPTON NHS TREATMENT CENTRE,2544,0,0,0,0
744,01/05/2020,RDZ,NHS ENGLAND SOUTH WEST ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,6188,396,15,0,2695
745,01/05/2020,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,10767,513,79,0,2830
746,01/05/2020,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,14389,0,8,0,2131
747,01/05/2020,NNJ13,NHS ENGLAND MIDLANDS ,MELTON MOWBRAY,0,0,0,0,0
748,01/05/2020,NJS05,NHS ENGLAND MIDLANDS ,LOUGHBOROUGH URGENT CARE CENTRE,2656,1,0,0,0
749,01/05/2020,Y03571,NHS ENGLAND MIDLANDS ,CORBY URGENT CARE CENTRE,2996,0,0,0,0
750,01/05/2020,NNJ12,NHS ENGLAND MIDLANDS ,MARKET HARBOROUGH,0,0,0,0,0
751,01/05/2020,RBS,NHS ENGLAND NORTH WEST ,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2902,54,0,0,674
752,01/05/2020,REM,NHS ENGLAND NORTH WEST ,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16408,670,82,0,7010
753,01/05/2020,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),4042,7,0,0,0
754,01/05/2020,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6744,898,443,0,1335
755,01/05/2020,RTQ,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2496,2,0,0,9
756,01/05/2020,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9559,852,113,0,2824
757,01/05/2020,RHQ,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,11155,681,76,0,4497
758,01/05/2020,RGT,NHS ENGLAND EAST OF ENGLAND ,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8624,0,130,0,2471
759,01/05/2020,NNJ15,NHS ENGLAND MIDLANDS ,OAKHAM,0,0,0,0,0
760,01/05/2020,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,10323,241,7,0,4560
761,01/05/2020,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE MEDICAL CENTRE WALK IN CENTRE,212,0,0,0,0
762,01/05/2020,RRF,NHS ENGLAND NORTH WEST ,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8094,286,33,0,3387
763,01/05/2020,RJZ,NHS ENGLAND LONDON,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,15255,1356,144,12,3730
764,01/05/2020,NLX24,NHS ENGLAND SOUTH WEST ,YATE WEST GATE CENTRE,1543,0,0,0,0
765,01/05/2020,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,115
766,01/05/2020,NNJ0H,NHS ENGLAND MIDLANDS ,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,1460,0,0,0,0
767,01/05/2020,RMC,NHS ENGLAND NORTH WEST ,BOLTON NHS FOUNDATION TRUST,7864,806,52,0,2270
768,01/05/2020,RBK,NHS ENGLAND MIDLANDS ,WALSALL HEALTHCARE NHS TRUST,6315,492,33,0,2198
769,01/05/2020,RJ7,NHS ENGLAND LONDON,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8056,202,20,0,3189
770,01/05/2020,RMP,NHS ENGLAND NORTH WEST ,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6465,494,46,0,2473
771,01/05/2020,RN3,NHS ENGLAND SOUTH WEST ,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,6905,189,37,0,2640
772,01/05/2020,RXR,NHS ENGLAND NORTH WEST ,EAST LANCASHIRE HOSPITALS NHS TRUST,11008,768,143,2,3916
773,01/05/2020,AC008,NHS ENGLAND NORTH WEST ,ROSSENDALE MINOR INJURIES UNIT,519,1,0,0,0
774,01/05/2020,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11491,605,157,0,3393
775,01/05/2020,RY9,NHS ENGLAND LONDON,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,1551,0,0,0,0
776,01/05/2020,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,11723,33,0,0,4702
777,01/05/2020,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9114,405,246,0,3337
778,01/05/2020,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,309,0,0,0,0
779,01/05/2020,NNJ14,NHS ENGLAND MIDLANDS ,OADBY,350,0,0,0,0
780,01/05/2020,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,5830,335,25,0,1829
781,01/05/2020,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8010,395,30,0,2489
782,01/05/2020,RAL,NHS ENGLAND LONDON,ROYAL FREE LONDON NHS FOUNDATION TRUST,14384,1090,484,12,3874
783,01/05/2020,RJR,NHS ENGLAND NORTH WEST ,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4965,128,33,0,1928
784,01/05/2020,RJ1,NHS ENGLAND LONDON,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8355,709,82,0,2412
785,01/05/2020,RTX,NHS ENGLAND NORTH WEST ,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6253,474,35,1,2687
786,01/05/2020,RXF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,MID YORKSHIRE HOSPITALS NHS TRUST,14556,0,202,1,3609
787,01/05/2020,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,14088,506,84,0,4317
788,01/05/2020,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,141
789,01/05/2020,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4741,436,72,1,1314
790,01/05/2020,RY2,NHS ENGLAND NORTH WEST ,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,1828,0,0,0,0
791,01/05/2020,NTPAD,NHS ENGLAND SOUTH EAST ,ST MARY'S NHS TREATMENT CENTRE,3168,2,0,0,0
792,01/05/2020,RRK,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,22940,2343,318,1,9611
793,01/05/2020,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,3092,9,0,0,5
794,01/05/2020,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,4791,1,0,0,134
795,01/05/2020,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,9042,0,12,0,2308
796,01/05/2020,RDU,NHS ENGLAND SOUTH EAST ,FRIMLEY HEALTH NHS FOUNDATION TRUST,14649,0,224,0,4037
797,01/05/2020,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,17370,1802,190,1,4961
798,01/05/2020,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,178
799,01/05/2020,RGR,NHS ENGLAND EAST OF ENGLAND ,WEST SUFFOLK NHS FOUNDATION TRUST,4880,0,20,0,1806
800,01/05/2020,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS NHS TRUST,9137,0,87,0,4320
801,01/05/2020,RYR,NHS ENGLAND SOUTH EAST ,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,10064,369,28,0,4325
802,01/05/2020,RVV,NHS ENGLAND SOUTH EAST ,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13967,1289,81,0,5144
803,01/05/2020,RJE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,15214,2238,572,0,6238
804,01/05/2020,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,12261,1403,179,0,4143
805,01/05/2020,RXH,NHS ENGLAND SOUTH EAST ,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11639,792,155,0,3385
806,01/05/2020,RTR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9033,484,274,0,3055
807,01/05/2020,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9368,718,235,5,1708
808,01/05/2020,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,498
809,01/05/2020,RKB,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,9690,650,61,0,3951
810,01/05/2020,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,11289,209,12,0,3753
811,01/05/2020,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,8212,655,124,0,2835
812,01/05/2020,RL1,NHS ENGLAND MIDLANDS ,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,195
813,01/05/2020,RXN,NHS ENGLAND NORTH WEST ,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,9638,860,213,1,3175
814,01/05/2020,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11719,3051,442,2,3936
815,01/05/2020,RDE,NHS ENGLAND EAST OF ENGLAND ,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12846,769,44,0,5017
816,01/05/2020,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,2905,141,13,0,954
817,01/05/2020,RJ6,NHS ENGLAND LONDON,CROYDON HEALTH SERVICES NHS TRUST,9723,472,73,1,1444
818,01/05/2020,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5961,207,32,0,2135
819,01/05/2020,RVJ,NHS ENGLAND SOUTH WEST ,NORTH BRISTOL NHS TRUST,5986,271,27,0,4084
820,01/05/2020,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4741,283,56,1,2203
821,01/05/2020,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4087,216,9,0,2076
822,01/05/2020,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,2987,0,0,0,0
823,01/05/2020,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3391,223,0,0,1160
824,01/05/2020,RAJ,NHS ENGLAND EAST OF ENGLAND ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,21827,994,75,0,7693
825,01/05/2020,RCB,NHS ENGLAND NORTH EAST AND YORKSHIRE ,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,10753,766,92,0,3865
826,01/05/2020,RNZ,NHS ENGLAND SOUTH WEST ,SALISBURY NHS FOUNDATION TRUST,4409,220,17,0,1705
827,01/05/2020,RD1,NHS ENGLAND SOUTH WEST ,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5242,234,48,0,3091
828,01/05/2020,RWG,NHS ENGLAND EAST OF ENGLAND ,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8854,1425,119,0,2668
829,01/05/2020,RFS,NHS ENGLAND MIDLANDS ,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5685,342,51,0,2387
830,01/05/2020,NDA57,NHS ENGLAND SOUTH EAST ,HASLEMERE MINOR INJURIES UNIT,685,1,0,0,2
831,01/05/2020,R1K,NHS ENGLAND LONDON,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,15145,907,221,1,4628
832,01/05/2020,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,9648,493,37,0,4090
833,01/05/2020,RBN,NHS ENGLAND NORTH WEST ,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,10176,906,85,0,3649
834,01/05/2020,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,16283,597,55,29,4590
835,01/05/2020,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,7580,544,43,0,4029
836,01/05/2020,RA7,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,9878,921,184,1,3898
837,01/05/2020,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9000,224,17,0,2598
838,01/05/2020,RNN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5940,442,82,0,2256
839,01/05/2020,RYG,NHS ENGLAND MIDLANDS ,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,99
840,01/05/2020,RTE,NHS ENGLAND SOUTH WEST ,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9436,1301,369,0,3693
841,01/05/2020,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7197,574,143,0,2678
842,01/05/2020,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9838,1635,79,0,2377
843,01/05/2020,R1D,NHS ENGLAND MIDLANDS ,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,1620,0,0,0,19
844,01/05/2020,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9191,649,123,1,2573
845,01/05/2020,NNF94,NHS ENGLAND NORTH EAST AND YORKSHIRE ,EAST RIDING COMMUNITY HOSPITAL,1071,0,0,0,0
846,01/05/2020,NNF09,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BRANSHOLME HEALTH CENTRE,1420,2,0,0,0
847,01/05/2020,R1H,NHS ENGLAND LONDON,BARTS HEALTH NHS TRUST,22004,1291,257,0,7290
848,01/05/2020,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,6455,304,83,0,2893
849,01/05/2020,RW6,NHS ENGLAND NORTH WEST ,PENNINE ACUTE HOSPITALS NHS TRUST,20045,1391,93,0,5935
850,01/05/2020,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9797,0,122,6,3453
851,01/05/2020,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7092,317,48,0,2350
852,01/05/2020,RKE,NHS ENGLAND LONDON,WHITTINGTON HEALTH NHS TRUST,5703,534,158,1,949
853,01/05/2020,NNF76,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE WILBERFORCE HEALTH CENTRE,985,0,0,0,0
854,01/05/2020,RM3,NHS ENGLAND NORTH WEST ,SALFORD ROYAL NHS FOUNDATION TRUST,6517,482,158,0,2361
855,01/05/2020,RD8,NHS ENGLAND EAST OF ENGLAND ,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7751,68,1,0,1765
856,01/05/2020,RH5,NHS ENGLAND SOUTH WEST ,SOMERSET NHS FOUNDATION TRUST,9390,431,11,0,2425
857,01/05/2020,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,1290,0,0,0,0
858,01/05/2020,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,1322,1,0,0,0
859,01/05/2020,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,12066,0,503,5,2389
